order_id,contract_number,product_code,salesman_num,product_num,estimated_delivery_data,lodgement_data
4692,469,324,196,400,2021/1/27,
4693,469,299,10,960,2021/2/11,
4694,469,37,138,830,2021/2/6,
4695,469,193,194,910,2021/1/1,
4696,469,175,421,720,2021/1/9,
4697,469,157,243,550,2021/2/19,
4698,469,175,35,660,2021/1/1,
4699,469,111,181,210,2021/2/10,
4700,469,289,360,780,2021/1/28,
4701,469,16,539,650,2021/1/17,
4702,469,115,140,900,2021/1/2,
4703,469,262,422,340,2021/2/8,
4704,469,253,345,820,2021/2/11,
4705,469,171,35,540,2021/2/7,
4706,469,248,361,740,2021/1/13,
4707,469,126,35,590,2021/2/5,
4708,469,160,364,500,2021/1/31,
4709,469,120,177,740,2021/2/18,
4710,469,249,539,60,2021/2/20,
4711,469,52,241,210,2021/1/6,
4712,469,31,340,130,2021/2/19,
4713,469,74,199,230,2021/1/12,
4714,469,278,22,50,2021/1/10,
4715,469,12,195,230,2021/1/17,
4716,469,45,161,500,2020/12/30,
4717,469,82,6,850,2021/2/17,
4718,469,142,72,250,2021/2/18,
4719,470,218,186,820,2007/2/16,
4720,470,16,118,460,2006/12/24,
4721,470,117,111,660,2007/1/12,
4722,470,289,348,920,2007/1/15,
4723,470,266,84,200,2007/1/10,
4724,470,240,323,350,2007/2/3,
4725,470,38,84,690,2007/1/26,
4726,471,250,343,690,2006/6/15,
4727,471,24,18,710,2006/7/18,
4728,471,172,423,590,2006/6/9,
4729,471,159,338,250,2006/7/8,
4730,471,218,272,450,2006/7/18,
4731,471,231,340,200,2006/6/6,
4732,471,128,164,690,2006/6/30,
4733,471,185,458,100,2006/7/3,
4734,471,110,342,370,2006/7/19,
4735,471,324,422,110,2006/7/16,
4736,471,92,14,550,2006/7/18,
4737,471,191,42,690,2006/7/25,
4738,471,252,7,420,2006/7/7,
4739,471,37,64,310,2006/7/7,
4740,471,37,35,70,2006/6/6,
4741,471,44,341,90,2006/6/2,
4742,471,48,37,220,2006/6/4,
4743,471,19,14,280,2006/6/8,
4744,471,229,45,600,2006/7/7,
4745,471,204,366,840,2006/7/12,
4746,471,38,446,650,2006/7/4,
4747,471,51,328,470,2006/7/8,
4748,471,77,64,760,2006/5/31,
4749,471,135,360,790,2006/7/12,
4750,471,303,198,550,2006/7/1,
4751,471,242,423,370,2006/6/25,
4752,471,55,38,420,2006/6/15,
4753,471,53,361,640,2006/6/24,
4754,471,23,5,800,2006/7/20,
4755,471,187,444,200,2006/6/8,
4756,471,323,182,730,2006/6/17,
4757,472,272,421,360,2020/10/18,
4758,473,226,535,610,2002/10/23,
4759,474,103,250,900,2013/1/10,
4760,474,259,254,930,2013/1/23,
4761,474,42,469,820,2012/12/8,
4762,474,240,428,600,2012/12/12,
4763,474,128,428,660,2012/12/7,
4764,474,91,287,990,2012/12/11,
4765,474,110,302,360,2012/12/3,
4766,474,315,534,400,2012/12/21,
4767,474,110,381,290,2012/11/30,
4768,474,233,699,350,2012/12/14,
4769,474,151,251,610,2013/1/21,
4770,474,286,472,560,2012/12/16,
4771,474,19,291,230,2012/12/19,
4772,474,133,450,770,2012/12/19,
4773,474,115,451,170,2013/1/10,
4774,474,54,250,270,2013/1/22,
4775,474,133,280,330,2012/12/25,
4776,474,99,63,350,2013/1/16,
4777,474,194,285,310,2012/12/23,
4778,474,186,533,270,2012/11/25,
4779,474,194,284,640,2013/1/23,
4780,474,33,294,110,2013/1/2,
4781,474,212,491,670,2012/12/15,
4782,474,245,702,150,2013/1/13,
4783,474,173,63,470,2012/12/4,
4784,474,59,295,590,2012/12/18,
4785,474,93,456,840,2013/1/21,
4786,474,129,55,300,2012/12/26,
4787,474,180,248,590,2012/12/25,
4788,474,140,278,100,2012/12/16,
4789,474,129,575,420,2012/12/18,
4790,474,217,491,930,2013/1/15,
4791,474,197,452,130,2013/1/7,
4792,474,13,534,710,2013/1/2,
4793,474,45,54,400,2012/12/13,
4794,474,25,463,840,2012/12/6,
4795,474,25,474,730,2013/1/10,
4796,474,13,396,540,2012/12/13,
4797,474,96,55,970,2012/12/8,
4798,474,142,397,990,2013/1/23,
4799,474,53,479,150,2012/11/29,
4800,474,187,394,790,2012/11/30,
4801,474,18,479,170,2013/1/1,
4802,475,223,117,990,2011/4/3,
4803,476,2,26,200,2000/3/28,
4804,476,224,335,310,2000/3/31,
4805,476,60,263,240,2000/4/8,
4806,476,264,27,380,2000/2/9,
4807,476,140,86,440,2000/3/7,
4808,477,287,36,820,2011/12/3,
4809,477,227,22,170,2012/1/16,
4810,477,157,46,960,2011/12/2,
4811,477,156,178,30,2011/12/14,
4812,477,217,7,340,2011/12/18,
4813,477,277,34,950,2011/12/2,
4814,477,14,277,960,2012/1/17,
4815,477,6,165,260,2012/1/11,
4816,477,224,146,780,2011/12/16,
4817,477,135,197,280,2011/11/26,
4818,477,63,43,690,2011/12/4,
4819,477,5,175,470,2011/11/28,
4820,478,50,452,840,2017/4/17,
4821,479,72,134,730,2012/10/29,
4822,479,3,273,190,2012/10/31,
4823,479,275,543,660,2012/12/24,
4824,479,105,30,460,2012/11/26,
4825,479,7,132,680,2012/10/27,
4826,479,325,537,200,2012/11/26,
4827,479,9,320,740,2012/12/16,
4828,479,197,127,990,2012/11/15,
4829,479,4,29,730,2012/11/21,
4830,479,280,109,400,2012/11/11,
4831,479,254,262,160,2012/12/4,
4832,479,152,309,130,2012/12/9,
4833,479,187,356,960,2012/10/29,
4834,479,86,262,620,2012/11/28,
4835,480,166,644,320,2000/7/7,
4836,480,48,753,230,2000/6/27,
4837,480,166,440,800,2000/7/2,
4838,481,131,457,440,2000/3/30,
4839,481,179,188,470,2000/3/12,
4840,482,33,129,710,2009/4/21,
4841,482,148,247,30,2009/4/4,
4842,482,177,81,940,2009/4/25,
4843,482,75,86,340,2009/5/16,
4844,482,285,318,110,2009/5/17,
4845,482,129,246,350,2009/4/29,
4846,482,65,184,770,2009/4/11,
4847,482,196,310,100,2009/3/28,
4848,482,156,79,220,2009/4/17,
4849,482,151,348,870,2009/4/20,
4850,482,47,120,660,2009/5/9,
4851,482,142,319,640,2009/4/5,
4852,482,204,356,400,2009/3/23,
4853,482,115,554,570,2009/4/20,
4854,483,37,365,630,2017/7/25,
4855,483,117,135,160,2017/7/4,
4856,483,202,329,270,2017/6/29,
4857,483,123,17,350,2017/6/13,
4858,483,47,271,180,2017/7/13,
4859,483,128,13,730,2017/7/12,
4860,483,87,488,110,2017/7/1,
4861,483,187,339,570,2017/6/17,
4862,483,152,137,220,2017/6/27,
4863,483,110,43,890,2017/7/21,
4864,484,64,345,240,2002/11/29,
4865,484,194,196,130,2003/1/3,
4866,484,251,42,480,2003/1/6,
4867,484,31,346,90,2002/12/4,
4868,484,65,340,980,2002/11/30,
4869,484,130,88,770,2003/1/7,
4870,484,95,535,70,2002/12/15,
4871,484,170,197,630,2003/1/22,
4872,484,300,43,840,2003/1/10,
4873,484,269,198,250,2003/1/19,
4874,484,53,35,480,2003/1/23,
4875,484,18,200,160,2002/12/5,
4876,484,152,366,320,2002/12/15,
4877,485,18,241,120,2012/4/11,
4878,485,61,258,740,2012/3/26,
4879,486,189,460,610,2001/2/6,
4880,486,6,327,570,2001/1/20,
4881,486,271,444,350,2001/2/28,
4882,487,23,6,670,2007/8/16,
4883,487,253,139,670,2007/9/8,
4884,487,104,21,30,2007/8/21,
4885,487,164,12,710,2007/8/26,
4886,487,248,197,580,2007/9/1,
4887,487,177,65,360,2007/8/9,
4888,487,60,365,690,2007/8/22,
4889,487,5,36,430,2007/8/4,
4890,487,8,344,790,2007/9/9,
4891,487,61,339,40,2007/9/14,
4892,487,37,361,340,2007/9/28,
4893,487,37,241,50,2007/8/19,
4894,487,263,194,350,2007/8/23,
4895,487,14,136,570,2007/9/11,
4896,487,257,458,170,2007/9/25,
4897,487,254,199,20,2007/9/18,
4898,487,50,366,850,2007/8/16,
4899,487,124,69,650,2007/8/7,
4900,488,166,200,960,2021/5/8,
4901,488,55,637,960,2021/5/16,
4902,488,31,142,190,2021/5/22,
4903,488,108,444,860,2021/5/10,
4904,489,166,284,540,2006/8/25,
4905,489,119,255,790,2006/8/7,
4906,489,263,630,920,2006/7/30,
4907,489,231,477,950,2006/9/4,
4908,489,131,400,910,2006/7/27,
4909,489,54,58,950,2006/8/22,
4910,490,175,277,800,2013/2/21,
4911,490,25,244,960,2013/4/16,
4912,490,21,7,270,2013/3/22,
4913,490,16,431,60,2013/4/15,
4914,490,58,197,920,2013/3/10,
4915,490,239,363,500,2013/4/6,
4916,490,184,360,880,2013/3/6,
4917,490,162,19,880,2013/4/2,
4918,490,195,69,540,2013/4/2,
4919,490,115,14,60,2013/3/6,
4920,490,9,135,30,2013/3/4,
4921,491,192,318,410,2015/10/5,
4922,491,193,148,40,2015/10/30,
4923,491,293,114,470,2015/10/5,
4924,491,226,348,10,2015/10/11,
4925,491,214,320,330,2015/10/23,
4926,491,153,157,330,2015/10/2,
4927,491,61,187,700,2015/11/27,
4928,491,124,74,220,2015/10/25,
4929,491,189,273,510,2015/11/12,
4930,492,82,18,950,2016/10/9,
4931,493,50,599,460,2009/2/12,
4932,493,106,754,510,2009/3/27,
4933,493,222,709,120,2009/3/16,
4934,493,121,567,40,2009/3/2,
4935,493,59,754,670,2009/2/11,
4936,493,8,722,930,2009/2/15,
4937,493,121,584,950,2009/2/22,
4938,493,179,681,240,2009/3/3,
4939,493,196,740,500,2009/1/31,
4940,493,237,755,500,2009/2/1,
4941,493,312,686,600,2009/3/2,
4942,493,217,756,560,2009/1/29,
4943,493,141,757,380,2009/2/16,
4944,493,97,675,50,2009/3/7,
4945,493,316,705,790,2009/3/18,
4946,493,86,717,810,2009/2/12,
4947,493,143,597,190,2009/2/8,
4948,493,221,710,900,2009/2/13,
4949,493,50,758,490,2009/3/13,
4950,494,256,180,210,2001/10/26,
4951,494,60,164,950,2001/12/12,
4952,494,259,12,710,2001/11/22,
4953,494,232,64,730,2001/11/9,
4954,494,128,12,620,2001/11/30,
4955,494,285,178,260,2001/12/13,
4956,494,8,190,760,2001/10/21,
4957,494,121,535,720,2001/11/1,
4958,494,157,343,10,2001/12/15,
4959,494,81,637,1000,2001/11/15,
4960,494,55,68,690,2001/11/1,
4961,494,14,243,580,2001/11/1,
4962,494,228,489,10,2001/11/26,
4963,494,158,136,650,2001/12/12,
4964,494,112,44,470,2001/11/27,
4965,494,176,43,850,2001/11/2,
4966,494,229,69,800,2001/10/23,
4967,494,153,342,910,2001/11/12,
4968,494,234,19,50,2001/11/27,
4969,495,284,420,480,2017/6/12,
4970,495,196,134,120,2017/6/26,
4971,495,159,156,640,2017/7/19,
4972,495,60,48,330,2017/7/8,
4973,495,289,311,20,2017/7/12,
4974,495,18,320,590,2017/6/24,
4975,495,241,81,320,2017/7/24,
4976,495,18,153,780,2017/7/29,
4977,495,50,78,720,2017/7/11,
4978,496,101,53,130,2015/10/2,
4979,496,103,63,870,2015/9/12,
4980,496,2,450,190,2015/8/20,
4981,496,95,465,360,2015/9/30,
4982,496,28,379,860,2015/9/15,
4983,496,14,716,10,2015/10/16,
4984,496,48,297,210,2015/9/28,
4985,496,224,455,40,2015/9/3,
4986,496,30,759,40,2015/9/1,
4987,496,61,373,480,2015/9/17,
4988,496,321,298,190,2015/9/16,
4989,497,99,699,650,2016/8/2,
4990,498,81,356,670,2018/10/15,
4991,498,117,309,280,2018/10/2,
4992,498,16,110,120,2018/9/9,
4993,498,294,532,340,2018/9/25,
4994,498,162,262,690,2018/9/25,
4995,498,74,319,810,2018/9/2,
4996,498,128,27,420,2018/10/4,
4997,498,128,262,260,2018/9/11,
4998,498,278,306,640,2018/10/10,
4999,499,298,49,680,2002/11/28,
5000,499,232,319,500,2002/11/8,
5001,499,78,187,690,2002/11/1,
5002,499,70,49,340,2002/10/26,
5003,499,299,81,30,2002/12/3,
5004,499,209,147,980,2002/11/28,
5005,499,156,262,750,2002/12/13,
5006,499,45,543,120,2002/12/10,
5007,499,48,24,840,2002/10/28,
5008,499,206,353,50,2002/10/26,
5009,499,57,347,330,2002/11/7,
5010,499,297,352,560,2002/11/19,
5011,499,50,349,930,2002/11/27,
5012,499,133,32,930,2002/12/12,
5013,499,132,264,980,2002/11/9,
5014,499,187,348,380,2002/12/9,
5015,500,253,401,210,2009/6/18,
5016,500,64,427,950,2009/7/5,
5017,500,128,370,200,2009/7/30,
5018,500,74,288,450,2009/6/19,
5019,500,59,701,80,2009/7/9,
5020,500,278,296,750,2009/7/22,
5021,500,195,378,310,2009/7/13,
5022,500,22,699,330,2009/6/29,
5023,500,90,463,120,2009/6/29,
5024,500,181,425,100,2009/8/4,
5025,500,37,452,100,2009/7/12,
5026,500,129,468,230,2009/8/6,
5027,500,196,325,570,2009/7/1,
5028,500,11,288,420,2009/7/27,
5029,500,320,700,680,2009/8/5,
5030,500,53,572,860,2009/7/9,
5031,500,158,468,270,2009/7/18,
5032,500,220,382,240,2009/7/4,
5033,500,131,286,850,2009/8/3,
5034,501,25,76,790,2011/12/27,
5035,501,12,554,270,2012/1/1,
5036,501,148,113,290,2011/11/12,
5037,501,260,318,940,2011/12/13,
5038,501,78,316,400,2011/12/4,
5039,501,54,349,10,2011/11/9,
5040,502,43,12,380,2010/8/31,
5041,502,65,458,740,2010/9/29,
5042,502,312,338,670,2010/10/8,
5043,502,245,460,70,2010/10/22,
5044,502,105,328,280,2010/10/16,
5045,502,114,539,650,2010/9/25,
5046,502,234,145,930,2010/9/2,
5047,503,155,35,720,2011/11/30,
5048,503,133,164,230,2011/12/6,
5049,503,127,161,990,2012/1/1,
5050,503,283,182,950,2011/11/21,
5051,503,41,88,570,2011/12/20,
5052,503,294,193,200,2011/12/26,
5053,503,184,36,680,2011/12/18,
5054,503,185,193,880,2012/1/5,
5055,503,210,10,550,2011/12/24,
5056,503,93,183,160,2011/12/28,
5057,503,310,244,840,2012/1/1,
5058,503,252,423,510,2012/1/14,
5059,503,109,71,390,2011/11/25,
5060,503,37,341,20,2012/1/12,
5061,503,175,176,360,2012/1/7,
5062,503,216,64,610,2012/1/1,
5063,503,17,43,220,2011/12/18,
5064,503,214,182,190,2011/11/25,
5065,503,286,36,550,2011/12/23,
5066,503,114,201,20,2011/12/13,
5067,503,257,667,170,2011/12/17,
5068,504,287,554,130,2006/9/9,
5069,504,2,49,140,2006/8/28,
5070,504,52,386,440,2006/9/14,
5071,504,62,419,90,2006/8/3,
5072,504,254,315,870,2006/8/11,
5073,504,324,28,990,2006/8/19,
5074,504,163,154,450,2006/7/31,
5075,504,125,317,340,2006/9/21,
5076,505,17,163,100,2012/8/30,
5077,506,155,271,20,2015/7/10,
5078,506,24,359,740,2015/7/30,
5079,506,146,46,840,2015/7/30,
5080,506,165,446,580,2015/7/10,
5081,506,232,257,930,2015/8/16,
5082,506,106,460,960,2015/8/19,
5083,506,205,18,420,2015/8/7,
5084,506,185,258,330,2015/8/17,
5085,506,76,458,20,2015/7/24,
5086,506,90,200,460,2015/7/31,
5087,506,91,364,130,2015/8/11,
5088,506,278,531,340,2015/7/15,
5089,506,193,72,40,2015/8/8,
5090,506,217,9,230,2015/8/20,
5091,506,296,183,440,2015/8/3,
5092,506,280,8,470,2015/7/27,
5093,506,4,458,740,2015/6/29,
5094,506,320,43,470,2015/8/4,
5095,506,84,135,520,2015/8/6,
5096,506,132,339,590,2015/7/18,
5097,506,153,165,350,2015/7/17,
5098,507,282,334,210,2003/5/18,
5099,507,134,24,1000,2003/4/16,
5100,508,51,459,640,2020/5/26,
5101,508,126,14,360,2020/6/14,
5102,508,13,12,450,2020/5/13,
5103,508,21,44,170,2020/6/7,
5104,508,280,9,730,2020/5/22,
5105,508,184,40,630,2020/5/2,
5106,508,31,342,390,2020/6/16,
5107,508,77,530,980,2020/5/2,
5108,508,214,368,200,2020/5/25,
5109,508,62,37,150,2020/5/9,
5110,508,9,459,890,2020/5/16,
5111,508,257,6,30,2020/5/5,
5112,509,133,30,300,2005/11/16,
5113,509,128,26,80,2005/11/27,
5114,509,307,156,50,2005/11/25,
5115,509,113,120,110,2005/10/27,
5116,509,92,114,320,2005/11/19,
5117,510,56,248,210,2016/1/19,
5118,510,27,703,120,2016/1/30,
5119,510,307,573,880,2016/3/8,
5120,510,99,403,660,2016/1/15,
5121,511,146,109,80,2009/6/28,
5122,511,156,129,490,2009/7/15,
5123,511,130,186,120,2009/6/24,
5124,511,9,185,240,2009/7/22,
5125,512,237,278,270,2017/11/17,
5126,512,137,397,350,2017/12/12,
5127,512,101,454,300,2017/11/19,
5128,512,12,388,880,2017/12/8,
5129,512,167,250,560,2017/11/11,
5130,512,4,326,200,2018/1/2,
5131,512,217,300,360,2017/11/28,
5132,512,145,371,340,2017/12/9,
5133,512,48,288,620,2017/11/29,
5134,512,6,374,430,2017/12/5,
5135,512,35,249,440,2017/12/23,
5136,513,155,289,970,2009/8/30,
5137,514,165,125,190,2020/1/14,
5138,514,228,406,730,2019/11/26,
5139,514,177,156,580,2019/12/13,
5140,514,97,330,300,2020/1/2,
5141,514,108,406,530,2019/12/6,
5142,514,16,126,730,2019/12/14,
5143,514,241,27,330,2020/1/5,
5144,514,153,126,830,2019/12/23,
5145,514,133,121,530,2019/12/24,
5146,515,253,17,990,2022/1/14,
5147,515,15,192,310,2022/2/11,
5148,515,31,13,460,2022/2/1,
5149,515,195,430,780,2022/2/17,
5150,515,229,366,320,2022/2/13,
5151,516,173,248,780,2008/11/14,
5152,517,220,118,990,2010/12/20,
5153,517,63,264,550,2010/12/12,
5154,518,99,81,890,2014/4/12,
5155,518,23,27,980,2014/4/2,
5156,518,1,116,350,2014/5/6,
5157,518,41,357,250,2014/4/12,
5158,518,52,263,840,2014/5/13,
5159,518,120,532,450,2014/4/4,
5160,518,195,350,130,2014/5/7,
5161,518,193,86,650,2014/4/27,
5162,518,273,354,590,2014/3/23,
5163,518,193,316,240,2014/5/12,
5164,518,13,356,700,2014/4/22,
5165,518,49,429,150,2014/5/2,
5166,518,114,32,860,2014/4/27,
5167,519,243,114,800,2002/1/16,
5168,519,82,32,340,2002/1/30,
5169,519,218,356,150,2002/1/18,
5170,519,62,429,990,2002/1/31,
5171,520,66,431,210,2010/5/9,
5172,520,7,337,370,2010/5/4,
5173,520,105,360,660,2010/5/20,
5174,520,231,21,790,2010/5/9,
5175,520,31,365,640,2010/5/8,
5176,520,210,180,600,2010/4/6,
5177,520,236,145,810,2010/4/3,
5178,520,209,161,980,2010/4/26,
5179,520,272,239,30,2010/3/24,
5180,520,227,20,810,2010/5/7,
5181,520,81,5,510,2010/5/13,
5182,520,213,143,10,2010/4/27,
5183,520,243,272,400,2010/5/1,
5184,520,49,652,390,2010/3/25,
5185,520,97,23,520,2010/5/5,
5186,520,153,243,350,2010/5/16,
5187,520,50,142,500,2010/4/20,
5188,521,273,216,630,2013/2/12,
5189,522,50,67,710,2008/12/12,
5190,522,52,42,930,2008/12/10,
5191,522,173,14,100,2009/1/22,
5192,522,259,5,910,2008/12/18,
5193,522,75,34,460,2008/12/13,
5194,522,6,277,570,2009/1/16,
5195,522,190,258,40,2008/12/6,
5196,522,77,366,200,2009/1/3,
5197,522,31,34,550,2009/1/25,
5198,522,93,489,180,2009/1/28,
5199,522,292,444,160,2008/12/5,
5200,522,70,15,910,2009/1/7,
5201,522,235,363,390,2009/1/17,
5202,522,10,6,180,2008/12/22,
5203,522,216,21,530,2009/1/7,
5204,522,13,239,390,2009/1/18,
5205,522,130,43,650,2009/1/16,
5206,522,151,64,430,2009/1/5,
5207,522,16,139,370,2008/12/27,
5208,522,97,145,770,2008/12/24,
5209,522,152,458,170,2009/1/2,
5210,522,253,46,30,2008/12/22,
5211,522,221,458,820,2009/1/5,
5212,522,23,160,600,2008/12/28,
5213,523,189,480,420,2022/1/13,
5214,523,78,448,220,2022/1/11,
5215,523,136,619,630,2021/11/27,
5216,523,315,400,350,2021/12/27,
5217,523,22,474,630,2021/12/19,
5218,523,284,385,970,2021/12/19,
5219,523,14,326,740,2021/12/11,
5220,523,48,418,60,2021/11/28,
5221,523,263,428,480,2022/1/13,
5222,523,113,249,860,2022/1/1,
5223,523,151,466,470,2021/12/18,
5224,523,144,700,430,2021/12/2,
5225,523,87,267,590,2021/12/20,
5226,523,309,464,690,2021/12/6,
5227,523,249,453,450,2021/12/29,
5228,523,59,574,130,2022/1/11,
5229,523,36,255,420,2022/1/21,
5230,523,121,704,150,2021/12/31,
5231,523,173,302,980,2021/12/7,
5232,523,276,381,350,2022/1/15,
5233,523,196,63,780,2021/12/25,
5234,523,272,285,930,2022/1/7,
5235,523,197,427,70,2021/12/7,
5236,523,45,477,930,2021/12/7,
5237,523,17,454,460,2022/1/11,
5238,523,213,453,830,2021/12/31,
5239,523,55,302,850,2022/1/17,
5240,523,206,325,500,2021/12/27,
5241,523,17,279,910,2021/12/10,
5242,523,20,451,480,2021/12/23,
5243,524,217,53,810,2016/12/16,
5244,524,146,290,930,2016/12/9,
5245,524,292,387,510,2016/10/31,
5246,524,204,291,100,2016/12/10,
5247,524,50,384,380,2016/10/21,
5248,524,136,701,580,2016/12/3,
5249,524,153,474,250,2016/11/6,
5250,525,104,6,680,2003/8/24,
5251,525,255,137,690,2003/8/7,
5252,525,211,329,240,2003/8/19,
5253,525,300,17,540,2003/8/13,
5254,525,9,447,150,2003/7/17,
5255,526,127,346,30,2002/6/10,
5256,526,218,19,860,2002/5/11,
5257,526,292,535,90,2002/4/28,
5258,526,232,21,260,2002/6/7,
5259,526,121,430,1000,2002/6/2,
5260,526,77,667,170,2002/6/13,
5261,526,129,146,230,2002/5/3,
5262,526,129,667,770,2002/4/24,
5263,526,45,15,580,2002/5/21,
5264,526,28,529,880,2002/5/24,
5265,526,45,199,260,2002/5/6,
5266,526,44,146,110,2002/5/13,
5267,526,213,363,280,2002/6/14,
5268,526,206,179,30,2002/5/23,
5269,526,97,16,770,2002/5/4,
5270,526,38,67,490,2002/5/23,
5271,526,50,530,550,2002/4/27,
5272,526,201,194,610,2002/5/28,
5273,527,253,41,950,2014/2/3,
5274,527,1,422,350,2014/2/28,
5275,527,23,667,260,2014/1/9,
5276,527,165,652,450,2014/1/30,
5277,527,146,136,680,2014/1/25,
5278,527,117,362,10,2014/2/18,
5279,527,27,181,320,2014/1/24,
5280,527,74,364,840,2014/1/14,
5281,527,89,191,140,2014/1/20,
5282,527,191,44,110,2014/1/5,
5283,527,321,12,540,2014/2/2,
5284,527,233,362,20,2014/1/12,
5285,527,11,12,940,2014/1/6,
5286,527,284,365,560,2014/1/4,
5287,527,280,159,280,2014/1/24,
5288,527,239,245,830,2014/1/3,
5289,527,316,191,360,2014/1/26,
5290,527,23,271,50,2014/2/18,
5291,528,33,487,10,2006/11/9,
5292,528,6,221,910,2006/11/29,
5293,528,75,234,120,2006/10/22,
5294,528,77,436,760,2006/10/12,
5295,528,306,481,310,2006/11/12,
5296,528,181,760,920,2006/10/8,
5297,528,156,552,970,2006/10/15,
5298,528,265,733,430,2006/11/5,
5299,528,300,414,950,2006/11/26,
5300,528,14,392,210,2006/10/15,
5301,528,247,202,670,2006/10/9,
5302,528,214,698,280,2006/11/8,
5303,528,86,203,10,2006/10/15,
5304,528,204,733,30,2006/11/15,
5305,528,115,212,950,2006/11/10,
5306,528,261,731,900,2006/10/29,
5307,529,227,709,580,2021/12/17,
5308,529,159,761,70,2021/11/19,
5309,529,96,762,960,2022/1/15,
5310,529,87,560,100,2022/1/5,
5311,529,163,565,190,2022/1/4,
5312,530,221,290,110,2022/3/3,
5313,530,137,280,70,2022/2/12,
5314,530,1,303,710,2022/2/14,
5315,530,106,378,340,2022/2/25,
5316,530,259,385,440,2022/3/11,
5317,530,74,449,550,2022/2/15,
5318,530,281,428,550,2022/4/4,
5319,530,77,467,620,2022/3/12,
5320,530,4,480,910,2022/4/3,
5321,530,197,403,300,2022/3/5,
5322,530,95,538,230,2022/2/12,
5323,530,34,248,340,2022/4/4,
5324,530,216,763,810,2022/3/19,
5325,530,267,574,220,2022/3/1,
5326,530,53,267,50,2022/3/7,
5327,530,151,253,550,2022/2/24,
5328,530,58,298,430,2022/2/7,
5329,530,115,466,490,2022/2/28,
5330,530,63,701,130,2022/3/29,
5331,530,87,477,990,2022/4/2,
5332,531,47,210,790,2011/5/10,
5333,531,209,207,690,2011/5/6,
5334,531,181,735,310,2011/6/13,
5335,532,270,36,890,2007/6/11,
5336,532,10,72,770,2007/5/28,
5337,532,263,197,330,2007/5/28,
5338,532,60,165,710,2007/4/26,
5339,532,268,489,480,2007/5/30,
5340,532,173,539,460,2007/5/16,
5341,532,178,11,390,2007/5/21,
5342,532,20,365,560,2007/6/13,
5343,532,253,66,780,2007/4/22,
5344,532,236,360,800,2007/4/20,
5345,533,192,623,770,2014/11/9,
5346,533,207,714,600,2014/11/7,
5347,534,101,306,160,2004/5/28,
5348,534,73,84,150,2004/6/10,
5349,535,104,453,540,2020/9/16,
5350,535,136,280,520,2020/9/21,
5351,535,114,470,760,2020/8/19,
5352,535,108,467,230,2020/9/7,
5353,535,201,454,560,2020/9/22,
5354,536,256,581,650,2003/11/1,
5355,536,274,754,970,2003/10/20,
5356,536,256,688,880,2003/11/12,
5357,536,117,706,760,2003/10/22,
5358,536,297,679,600,2003/10/7,
5359,536,50,729,590,2003/10/28,
5360,537,156,8,780,2007/5/24,
5361,537,148,138,780,2007/6/9,
5362,537,228,44,400,2007/6/21,
5363,537,49,137,680,2007/5/13,
5364,537,151,137,290,2007/6/11,
5365,537,36,9,650,2007/6/10,
5366,537,187,637,340,2007/6/20,
5367,537,299,140,980,2007/7/5,
5368,537,321,179,950,2007/5/30,
5369,537,234,7,610,2007/5/28,
5370,538,70,19,420,2013/9/5,
5371,538,64,329,210,2013/8/30,
5372,538,46,88,90,2013/9/6,
5373,538,42,177,120,2013/8/15,
5374,538,58,530,850,2013/9/13,
5375,538,325,652,860,2013/7/27,
5376,538,247,489,220,2013/8/5,
5377,538,257,18,180,2013/8/16,
5378,539,187,119,600,2005/5/26,
5379,539,209,124,940,2005/6/3,
5380,540,101,319,650,2007/10/18,
5381,540,72,330,380,2007/10/30,
5382,540,1,26,730,2007/11/11,
5383,540,119,461,10,2007/11/3,
5384,540,31,122,220,2007/11/3,
5385,540,202,118,820,2007/11/13,
5386,540,92,30,420,2007/10/6,
5387,540,196,311,240,2007/10/14,
5388,540,4,536,210,2007/9/16,
5389,540,206,75,600,2007/10/5,
5390,540,19,333,320,2007/9/17,
5391,540,113,313,70,2007/10/6,
5392,540,16,151,110,2007/10/31,
5393,541,138,159,620,2009/3/9,
5394,541,84,175,380,2009/4/23,
5395,541,96,431,780,2009/4/28,
5396,541,42,422,70,2009/3/27,
5397,541,128,244,700,2009/3/23,
5398,541,241,460,520,2009/3/6,
5399,541,257,66,530,2009/4/12,
5400,541,102,136,960,2009/4/18,
5401,542,189,241,70,2014/8/28,
5402,542,242,7,980,2014/9/8,
5403,542,197,460,330,2014/8/20,
5404,542,196,141,640,2014/8/24,
5405,542,64,363,890,2014/9/23,
5406,542,172,364,530,2014/9/1,
5407,542,231,177,270,2014/8/15,
5408,542,115,198,150,2014/8/20,
5409,542,133,338,170,2014/9/12,
5410,542,262,12,590,2014/9/24,
5411,542,257,200,580,2014/8/3,
5412,543,237,41,860,2009/1/26,
5413,544,4,644,760,2004/12/13,
5414,544,14,764,280,2005/1/25,
5415,545,180,36,660,2004/5/24,
5416,545,196,189,510,2004/5/1,
5417,545,212,459,390,2004/5/4,
5418,545,265,460,850,2004/6/1,
5419,545,64,36,400,2004/5/9,
5420,545,312,667,760,2004/5/27,
5421,545,45,196,300,2004/4/16,
5422,545,226,458,560,2004/5/13,
5423,545,15,339,30,2004/5/5,
5424,545,60,6,710,2004/4/9,
5425,545,152,181,850,2004/4/26,
